6.000000000000000000e+02,5.244594818175914043e+03,2.739315485525900385e+03,3.264589060858546418e+03,-4.841410806925702914e+00,3.834740856476576809e+00,4.570066161029880725e+00
1.200000000000000000e+03,1.387286912008549052e+03,4.253813973773619182e+03,5.069498053905468623e+03,-7.513816235098766505e+00,1.017406873955202240e+00,1.212498263863722725e+00
1.800000000000000000e+03,-3.090082815501402365e+03,3.869093079116715671e+03,4.611005534318296668e+03,-6.829734055601985432e+00,-2.248785423781473725e+00,-2.679998106840822292e+00
2.400000000000000000e+03,-6.190811209899554342e+03,1.759838496845237842e+03,2.097293823943373354e+03,-3.105048164461310822e+00,-4.508201607629157337e+00,-5.372665410325375923e+00
3.000000000000000000e+03,-6.536066711626493088e+03,-1.132894313132570232e+03,-1.350130851696581658e+03,1.998774234771494740e+00,-4.759652589965871705e+00,-5.672332987089657941e+00
3.600000000000000000e+03,-3.972519609678165125e+03,-3.521328820658185577e+03,-4.196556204718798654e+03,6.215057281665542277e+00,-2.892004579079941795e+00,-3.446556768618716404e+00
4.200000000000000000e+03,3.604017105594025452e+02,-4.340755308653230713e+03,-5.173110633887944459e+03,7.666233300523310312e+00,2.679248959468734093e-01,3.193004773437028709e-01
4.800000000000000000e+03,4.531801038982954196e+03,-3.222892090267670483e+03,-3.840893141262032259e+03,5.695481761956876277e+00,3.313887430141893020e+00,3.949337181905359540e+00
5.400000000000000000e+03,6.676782445585017740e+03,-6.643767692502033242e+02,-7.917733814102662109e+02,1.174456655312011488e+00,4.881620490725659955e+00,5.817688613384537355e+00
6.000000000000000000e+03,5.834107276414481021e+03,2.191359452390879142e+03,2.611560425255245718e+03,-3.873307854317115773e+00,4.265603434362764901e+00,5.083548058248477552e+00
6.600000000000000000e+03,2.381592374288704832e+03,4.067062771369411621e+03,4.846936515247874013e+03,-7.185011259784561233e+00,1.743331125250247693e+00,2.077621040925555551e+00
7.200000000000000000e+03,-2.135319038431346144e+03,4.126239375755477340e+03,4.917460428897449674e+03,-7.284688292213648886e+00,-1.552660927960545001e+00,-1.850389199753391001e+00
7.800000000000000000e+03,-5.700801292497708346e+03,2.345598485612243167e+03,2.795375315485410738e+03,-4.138866057306799462e+00,-4.151289141428857299e+00,-4.947313578099699960e+00
8.400000000000000000e+03,-6.728485748149412757e+03,-4.794967154603439781e+02,-5.714419136844355762e+02,8.459584150178397488e-01,-4.899788433247396213e+00,-5.839340233585226692e+00
9.000000000000000000e+03,-4.761922699424056191e+03,-3.091162751805124117e+03,-3.683904161260682031e+03,5.455197014478504691e+00,-3.467273324201720630e+00,-4.132135247695243763e+00
9.600000000000000000e+03,-6.748748583512843879e+02,-4.325897517938219607e+03,-5.155403677215856078e+03,7.638834842476974529e+00,-4.874547747286061550e-01,-5.809259268516880903e-01
1.020000000000000000e+04,3.712581060717099717e+03,-3.630722712148079154e+03,-4.326926628835180964e+03,6.415430098071953857e+00,2.715398769595201767e+00,3.236086106367723758e+00
1.080000000000000000e+04,6.440324309450590590e+03,-1.313090444299625460e+03,-1.564880174619138188e+03,2.321146872193305732e+00,4.708754819410227554e+00,5.611675194806025502e+00
1.140000000000000000e+04,6.286444219589258864e+03,1.591925789236934634e+03,1.897183175758801099e+03,-2.813979371754042447e+00,4.596260566915993273e+00,5.477609736640178362e+00
1.200000000000000000e+04,3.319939454028818545e+03,3.784867827221732114e+03,4.510629572347594149e+03,-6.687413936020934813e+00,2.428599184809516309e+00,2.894291614628645259e+00
1.260000000000000000e+04,-1.130598307626498126e+03,4.286719891047979218e+03,5.108713522535614175e+03,-7.569144679148641863e+00,-8.198979318952277495e-01,-9.771162729058018304e-01
1.320000000000000000e+04,-5.077501901566911329e+03,2.876468318836704384e+03,3.428041235350809529e+03,-5.076074412120087587e+00,-3.697213652103949144e+00,-4.406167392780966807e+00
1.380000000000000000e+04,-6.763613655558873688e+03,1.850700570643756180e+02,2.205578878708531363e+02,-3.265076889784268577e-01,-4.925377161930460268e+00,-5.869835545133123667e+00
1.440000000000000000e+04,-5.439873204373694534e+03,-2.588703665768880910e+03,-3.085096686902607416e+03,4.568021032667480164e+00,-3.961217455567662693e+00,-4.720794797979292134e+00
1.500000000000000000e+04,-1.694273764251549210e+03,-4.209653861022607998e+03,-5.016869759655131929e+03,7.432458369829173073e+00,-1.231025816451714938e+00,-1.467079310614258780e+00
